                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.4665,                 3.6055,                 4.2742,                0.00533,                0.53333,                0.00817,                0.00229,                 3.1541,                 3.6874,                 4.1587,                  4e-05,                  4e-05,                  4e-05
